District,Season,CropCategory,Crop,Year,Extent,Production
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2011,67.0,527.0
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2012,77.0,591.0
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2013,87.0,738.0
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2014,61.0,456.0
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2015,53.0,473.0
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2016,37.0,504.0
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2017,34.0,506.0
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2018,39.0,384.0
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2019,60.0,392.0
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2020,69.7,573.8
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2021,143.6,701.0
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2022,55.1,330.9
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2023,62.8,319.7
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2024,62.8,313.9
Hanbantota,Yala,Roots and Tubers,Sweet Potato,2025,59.2,311.5
Hanbantota,Maha,Leaves,Thampala,2013,5.25,36.15
Hanbantota,Maha,Leaves,Thampala,2014,4.0,19.0
Hanbantota,Maha,Leaves,Thampala,2015,5.25,36.15
Hanbantota,Maha,Leaves,Thampala,2016,2.0,20.0
Hanbantota,Maha,Leaves,Thampala,2017,1.0,12.0
Hanbantota,Maha,Leaves,Thampala,2018,4.0,19.0
Hanbantota,Maha,Leaves,Thampala,2020,9.0,74.0
Hanbantota,Maha,Leaves,Thampala,2021,9.4,125.7
Hanbantota,Maha,Leaves,Thampala,2022,7.2,54.4
Hanbantota,Maha,Leaves,Thampala,2023,9.8,88.3
Hanbantota,Maha,Leaves,Thampala,2024,5.8,44.1
Hanbantota,Maha,Leaves,Thampala,2025,4.7,28.2
Hanbantota,Yala,Leaves,Thampala,2013,4.75,30.25
Hanbantota,Yala,Leaves,Thampala,2014,6.0,2.0
Hanbantota,Yala,Leaves,Thampala,2015,4.75,30.25
Hanbantota,Yala,Leaves,Thampala,2016,1.0,4.0
Hanbantota,Yala,Leaves,Thampala,2017,4.0,33.0
Hanbantota,Yala,Leaves,Thampala,2018,1.0,7.0
Hanbantota,Yala,Leaves,Thampala,2020,4.2,43.0
Hanbantota,Yala,Leaves,Thampala,2021,3.7,22.2
Hanbantota,Yala,Leaves,Thampala,2022,6.5,39.7
Hanbantota,Yala,Leaves,Thampala,2023,7.4,43.1
Hanbantota,Yala,Leaves,Thampala,2024,5.8,31.3
Hanbantota,Yala,Leaves,Thampala,2025,5.3,29.2
Hanbantota,Maha,Low Country Vegetable,Thumba Karavila,2013,56.0,336.0
Hanbantota,Maha,Low Country Vegetable,Thumba Karavila,2014,35.0,336.0
Hanbantota,Maha,Low Country Vegetable,Thumba Karavila,2015,56.0,336.0
Hanbantota,Maha,Low Country Vegetable,Thumba Karavila,2016,47.0,240.0
Hanbantota,Maha,Low Country Vegetable,Thumba Karavila,2017,15.0,50.0
Hanbantota,Maha,Low Country Vegetable,Thumba Karavila,2018,35.0,336.0
Hanbantota,Maha,Low Country Vegetable,Thumba Karavila,2019,100.0,765.0
Hanbantota,Maha,Low Country Vegetable,Thumba Karavila,2020,110.0,854.0
Hanbantota,Maha,Low Country Vegetable,Thumba Karavila,2021,61.6,561.7
Hanbantota,Maha,Low Country Vegetable,Thumba Karavila,2022,64.0,300.4
Hanbantota,Maha,Low Country Vegetable,Thumba Karavila,2023,48.8,222.7
Hanbantota,Maha,Low Country Vegetable,Thumba Karavila,2024,60.4,341.6
Hanbantota,Maha,Low Country Vegetable,Thumba Karavila,2025,56.0,329.6
Hanbantota,Yala,Low Country Vegetable,Thumba Karavila,2013,51.15,364.9
Hanbantota,Yala,Low Country Vegetable,Thumba Karavila,2014,51.15,364.9
Hanbantota,Yala,Low Country Vegetable,Thumba Karavila,2015,51.15,364.9
Hanbantota,Yala,Low Country Vegetable,Thumba Karavila,2016,3.0,27.0
Hanbantota,Yala,Low Country Vegetable,Thumba Karavila,2017,15.0,248.0
Hanbantota,Yala,Low Country Vegetable,Thumba Karavila,2018,33.0,155.0
Hanbantota,Yala,Low Country Vegetable,Thumba Karavila,2019,63.0,765.0
Hanbantota,Yala,Low Country Vegetable,Thumba Karavila,2020,59.2,431.4
Hanbantota,Yala,Low Country Vegetable,Thumba Karavila,2021,61.6,583.8
Hanbantota,Yala,Low Country Vegetable,Thumba Karavila,2022,50.8,526.9
Hanbantota,Yala,Low Country Vegetable,Thumba Karavila,2023,44.5,429.7
Hanbantota,Yala,Low Country Vegetable,Thumba Karavila,2024,52.0,300.1
Hanbantota,Yala,Low Country Vegetable,Thumba Karavila,2025,51.5,233.1
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2001,179.0,948.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2002,262.0,1431.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2003,225.0,1230.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2004,142.0,1406.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2005,114.0,1050.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2006,158.0,1457.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2007,154.0,1368.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2008,249.0,2297.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2009,198.0,1953.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2010,281.0,3331.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2011,277.0,3081.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2012,297.0,3178.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2013,312.0,3337.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2014,282.0,3240.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2015,247.0,3050.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2016,309.0,3848.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2017,188.0,2432.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2018,282.0,3240.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2019,246.0,3174.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2020,292.0,3584.0
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2021,220.6,3779.4
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2022,230.2,2647.8
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2023,276.9,3063.9
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2024,246.4,2928.1
Hanbantota,Maha,Up Country Vegetable,Tomatoes,2025,246.7,2872.7
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2001,18.0,95.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2002,40.0,222.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2003,31.0,163.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2004,41.0,251.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2005,21.0,125.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2006,92.0,548.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2007,92.0,449.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2008,90.0,1468.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2009,142.0,1588.5
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2010,121.0,1370.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2011,164.0,1606.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2012,146.0,2150.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2013,142.0,1843.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2014,123.0,1523.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2015,142.0,1562.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2016,167.0,2067.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2017,126.0,1571.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2018,206.0,2648.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2019,190.0,2403.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2020,185.9,2667.7
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2021,233.6,3003.9
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2022,159.4,1740.7
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2023,168.7,1829.0
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2024,232.3,2519.7
Hanbantota,Yala,Up Country Vegetable,Tomatoes,2025,227.4,2232.3
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2001,9.0,10.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2002,10.0,15.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2003,8.0,20.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2004,6.0,22.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2005,6.0,22.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2006,5.0,19.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2007,7.0,18.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2008,11.0,53.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2009,11.0,139.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2010,10.0,12.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2011,18.0,192.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2012,15.0,191.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2013,16.0,200.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2014,9.0,106.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2015,12.0,79.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2016,11.0,76.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2017,10.0,50.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2018,106.0,9.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2019,16.0,84.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2020,23.0,120.0
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2021,82.7,509.6
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2022,198.0,1073.7
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2023,188.4,985.8
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2024,131.2,851.3
Hanbantota,Maha,Roots and Tubers,Turmeric (Raw),2025,117.2,656.3
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2001,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2002,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2003,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2004,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2005,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2006,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2007,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2008,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2009,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2010,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2011,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2012,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2013,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2014,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2015,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2016,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2017,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2018,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2019,0.0,0.0
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2020,47.6,176.1
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2021,114.4,669.8
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2022,131.7,842.8
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2023,134.7,795.3
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2024,645.3,645.3
Hanbantota,Yala,Roots and Tubers,Turmeric (Raw),2025,128.0,731.6
Hanbantota,Maha,Low Country Vegetable,Vatana,2013,6.0,95.0
Hanbantota,Maha,Low Country Vegetable,Vatana,2014,8.0,65.0
Hanbantota,Maha,Low Country Vegetable,Vatana,2015,3.0,52.0
Hanbantota,Maha,Low Country Vegetable,Vatana,2016,1.0,70.75
Hanbantota,Maha,Low Country Vegetable,Vatana,2017,1.0,21.0
Hanbantota,Maha,Low Country Vegetable,Vatana,2018,8.0,105.0
Hanbantota,Maha,Low Country Vegetable,Vatana,2019,4.0,57.0
Hanbantota,Maha,Low Country Vegetable,Vatana,2020,6.0,64.0
Hanbantota,Maha,Low Country Vegetable,Vatana,2021,21.5,58.7
Hanbantota,Maha,Low Country Vegetable,Vatana,2022,8.3,93.8
Hanbantota,Maha,Low Country Vegetable,Vatana,2023,10.3,92.9
Hanbantota,Maha,Low Country Vegetable,Vatana,2024,9.0,76.5
Hanbantota,Maha,Low Country Vegetable,Vatana,2025,9.7,131.2
Hanbantota,Yala,Low Country Vegetable,Vatana,2013,2.3,72.65
Hanbantota,Yala,Low Country Vegetable,Vatana,2014,1.0,13.0
Hanbantota,Yala,Low Country Vegetable,Vatana,2015,2.0,30.0
Hanbantota,Yala,Low Country Vegetable,Vatana,2016,1.0,170.0
Hanbantota,Yala,Low Country Vegetable,Vatana,2017,2.3,72.65
Hanbantota,Yala,Low Country Vegetable,Vatana,2018,2.3,72.65
Hanbantota,Yala,Low Country Vegetable,Vatana,2019,2.0,255.0
Hanbantota,Yala,Low Country Vegetable,Vatana,2020,6.4,94.3
Hanbantota,Yala,Low Country Vegetable,Vatana,2021,2.1,35.8
Hanbantota,Yala,Low Country Vegetable,Vatana,2022,3.2,51.0
Hanbantota,Yala,Low Country Vegetable,Vatana,2023,2.5,33.0
Hanbantota,Yala,Low Country Vegetable,Vatana,2024,12.9,144.1
Hanbantota,Yala,Low Country Vegetable,Vatana,2025,11.6,194.6
Hanbantota,Maha,Low Country Vegetable,Winged Bean,2013,38.0,307.0
Hanbantota,Maha,Low Country Vegetable,Winged Bean,2014,94.0,1271.0
Hanbantota,Maha,Low Country Vegetable,Winged Bean,2015,85.0,979.0
Hanbantota,Maha,Low Country Vegetable,Winged Bean,2016,103.0,1080.0
Hanbantota,Maha,Low Country Vegetable,Winged Bean,2017,63.0,1169.0
Hanbantota,Maha,Low Country Vegetable,Winged Bean,2018,94.0,1271.0
Hanbantota,Maha,Low Country Vegetable,Winged Bean,2019,130.0,1584.0
Hanbantota,Maha,Low Country Vegetable,Winged Bean,2020,134.0,1693.0
Hanbantota,Maha,Low Country Vegetable,Winged Bean,2021,133.1,1350.1
Hanbantota,Maha,Low Country Vegetable,Winged Bean,2022,117.2,1390.7
Hanbantota,Maha,Low Country Vegetable,Winged Bean,2023,122.7,1045.1
Hanbantota,Maha,Low Country Vegetable,Winged Bean,2024,103.8,994.0
Hanbantota,Maha,Low Country Vegetable,Winged Bean,2025,99.4,887.7
Hanbantota,Yala,Low Country Vegetable,Winged Bean,2013,91.05,1055.5
Hanbantota,Yala,Low Country Vegetable,Winged Bean,2014,40.0,401.0
Hanbantota,Yala,Low Country Vegetable,Winged Bean,2015,48.0,561.0
Hanbantota,Yala,Low Country Vegetable,Winged Bean,2016,37.0,439.0
Hanbantota,Yala,Low Country Vegetable,Winged Bean,2017,43.0,498.0
Hanbantota,Yala,Low Country Vegetable,Winged Bean,2018,78.0,1241.0
Hanbantota,Yala,Low Country Vegetable,Winged Bean,2019,110.0,1592.0
Hanbantota,Yala,Low Country Vegetable,Winged Bean,2020,140.3,1454.0
Hanbantota,Yala,Low Country Vegetable,Winged Bean,2021,152.8,1343.1
Hanbantota,Yala,Low Country Vegetable,Winged Bean,2022,107.0,1333.5
Hanbantota,Yala,Low Country Vegetable,Winged Bean,2023,102.3,1293.4
Hanbantota,Yala,Low Country Vegetable,Winged Bean,2024,93.8,870.0
Hanbantota,Yala,Low Country Vegetable,Winged Bean,2025,88.3,799.5
Jaffna,Maha,Minor Export,Arecanut,2001,36.0,43.0
Jaffna,Maha,Minor Export,Arecanut,2002,38.0,39.0
Jaffna,Maha,Minor Export,Arecanut,2003,32.0,52.0
Jaffna,Maha,Minor Export,Arecanut,2004,48.0,75.0
Jaffna,Maha,Minor Export,Arecanut,2005,373.0,104.0
Jaffna,Maha,Minor Export,Arecanut,2006,63.0,198.0
Jaffna,Maha,Minor Export,Arecanut,2007,114.6,100.2
Jaffna,Maha,Minor Export,Arecanut,2008,81.5,110.0
Jaffna,Yala,Minor Export,Arecanut,2001,40.0,35.0
Jaffna,Yala,Minor Export,Arecanut,2002,43.0,33.0
Jaffna,Yala,Minor Export,Arecanut,2003,39.0,32.0
Jaffna,Yala,Minor Export,Arecanut,2004,66.0,36.0
Jaffna,Yala,Minor Export,Arecanut,2005,209.0,68.0
Jaffna,Yala,Minor Export,Arecanut,2006,96.0,70.0
Jaffna,Yala,Minor Export,Arecanut,2007,115.0,55.4
Jaffna,Yala,Minor Export,Arecanut,2008,94.4,68.1
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2001,62.0,340.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2002,74.0,409.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2003,91.0,509.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2004,99.0,567.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2005,97.0,564.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2006,110.0,637.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2007,98.0,1004.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2008,146.0,900.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2009,129.0,835.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2010,166.0,1328.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2011,931.0,8272.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2012,150.0,958.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2013,147.0,1057.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2014,135.0,910.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2015,256.0,1782.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2016,153.0,1746.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2017,143.0,2021.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2018,135.0,910.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2019,116.0,1466.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2020,108.0,1654.0
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2021,106.9,1521.1
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2022,115.2,1559.9
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2023,151.0,1444.4
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2024,104.9,1380.8
Jaffna,Maha,Low Country Vegetable,Ash Plantain,2025,106.1,1467.1
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2001,94.0,691.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2002,101.0,757.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2003,93.0,713.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2004,93.0,760.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2005,104.0,861.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2006,119.0,985.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2007,119.0,985.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2008,119.0,985.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2009,97.5,977.5
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2010,89.0,841.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2011,110.0,970.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2012,101.0,752.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2013,122.0,986.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2014,118.0,1216.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2015,122.0,1448.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2016,144.0,1146.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2017,90.0,1275.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2018,86.0,1254.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2019,155.0,875.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2020,74.8,1226.3
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2021,89.5,1335.3
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2022,82.6,1308.4
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2023,62.8,507.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2024,51.6,594.0
Jaffna,Yala,Low Country Vegetable,Ash Plantain,2025,64.7,813.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2001,11.0,41.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2002,13.0,47.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2003,14.0,60.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2004,14.0,59.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2005,14.0,57.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2006,17.0,68.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2007,39.0,119.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2008,45.0,320.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2009,35.0,273.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2010,44.0,293.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2011,40.0,283.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2012,47.0,312.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2013,33.0,188.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2014,37.0,287.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2015,70.0,502.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2016,43.0,424.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2017,43.0,1591.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2018,37.0,287.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2019,43.0,449.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2020,44.0,1100.0
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2021,43.7,496.2
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2022,44.5,480.1
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2023,56.0,597.7
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2024,51.5,593.9
Jaffna,Maha,Low Country Vegetable,Ash Pumpkin,2025,52.1,629.6
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2001,19.0,103.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2002,20.0,107.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2003,15.0,81.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2004,15.0,81.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2005,25.0,141.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2006,28.0,158.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2007,28.0,258.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2008,28.0,158.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2009,28.0,310.25
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2010,26.0,292.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2011,30.0,317.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2012,32.0,337.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2013,29.0,323.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2014,33.0,370.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2015,36.0,620.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2016,43.0,513.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2017,28.0,406.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2018,22.0,308.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2019,55.0,284.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2020,25.5,1162.0
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2021,24.3,312.5
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2022,26.7,314.8
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2023,28.6,339.9
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2024,29.8,359.8
Jaffna,Yala,Low Country Vegetable,Ash Pumpkin,2025,25.9,302.5
Jaffna,Maha,Fruits,Avocado,2014,229.0,3.0
Jaffna,Maha,Fruits,Avocado,2015,8.0,1.95
Jaffna,Maha,Fruits,Avocado,2016,21.1,1.95
Jaffna,Maha,Fruits,Avocado,2017,13.5,0.9
Jaffna,Yala,Fruits,Avocado,2014,92.0,105.0
Jaffna,Yala,Fruits,Avocado,2015,1.0,0.0
Jaffna,Yala,Fruits,Avocado,2016,0.7,4.2
Jaffna,Yala,Fruits,Avocado,2017,0.9,13.5
Jaffna,Maha,Low Country Vegetable,Bandakka,2001,58.0,407.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2002,67.0,488.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2003,62.0,459.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2004,65.0,491.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2005,80.0,611.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2006,83.0,623.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2007,117.0,664.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2008,109.0,692.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2009,100.0,921.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2010,132.0,948.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2011,107.0,714.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2012,114.0,736.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2013,92.0,613.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2014,117.0,1025.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2015,169.0,1820.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2016,113.0,1158.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2017,106.0,1211.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2018,117.0,1025.0
Jaffna,Maha,Low Country Vegetable,Bandakka,2019,97.0,1046.0
